Vin,Vout,Vbat,Iload,Ichg,Temp_bat,Temp_tx,mains_ok,mode_bat,fault_type
221.69,212.08,13.11,8.71,0.16,23.54,45.08,1,0,normal
221.88,224.23,12.23,5.86,0.55,34.19,34.49,1,0,normal
227.35,226.14,12.38,1.43,1.0,25.39,34.64,1,0,normal
234.66,214.64,13.37,9.73,0.86,58.54,112.21,1,0,transformer_overheat
237.85,225.11,12.66,5.32,1.0,34.59,48.84,1,0,normal
238.04,222.2,12.39,7.18,0.47,25.89,54.22,1,0,normal
221.56,221.83,13.34,5.03,0.94,32.39,50.66,1,0,normal
239.44,227.51,12.81,5.67,1.46,34.07,43.88,1,0,normal
224.4,222.38,12.89,2.6,1.36,22.9,25.98,1,0,normal
238.32,224.76,12.96,4.8,1.42,20.85,25.81,1,0,normal
237.25,200.16,12.13,14.95,0.53,40.22,81.56,1,0,overload
160.94,220.83,10.52,7.16,0.0,38.36,63.26,0,1,mains_fail
231.78,228.28,13.58,1.33,1.75,30.4,37.62,1,0,normal
235.49,223.3,13.16,3.16,1.5,24.53,46.75,1,0,normal
230.35,222.33,12.89,7.02,0.83,26.0,41.67,1,0,normal
234.01,223.88,13.64,6.88,2.01,27.02,50.36,1,0,normal
222.23,211.79,13.09,7.4,0.96,54.9,122.31,1,0,transformer_overheat
219.82,222.17,12.05,7.28,0.57,41.31,41.52,1,0,normal
233.1,224.54,13.66,6.68,0.83,27.32,38.35,1,0,normal
236.92,229.11,13.25,4.0,1.13,25.91,33.65,1,0,normal
227.66,187.61,12.51,12.72,0.85,55.2,74.51,1,0,overload
92.05,230.32,10.54,2.41,0.0,23.52,33.82,0,1,mains_fail
228.23,209.95,12.3,13.58,0.36,47.21,86.67,1,0,overload
221.61,224.86,12.09,2.14,0.24,32.9,27.69,1,0,normal
230.86,209.61,12.87,8.34,1.23,35.78,39.91,1,0,normal
225.64,226.3,12.83,6.08,1.25,42.05,39.01,1,0,normal
227.26,212.38,12.7,6.2,0.59,41.67,93.8,1,0,transformer_overheat
230.71,224.26,12.11,3.86,0.81,28.41,34.51,1,0,normal
234.49,197.7,13.03,9.99,1.1,47.94,58.43,1,0,overload
234.71,223.34,12.79,3.72,1.89,31.46,49.67,1,0,normal
223.32,224.67,12.8,4.69,0.75,27.65,37.73,1,0,normal
53.03,226.42,10.99,3.06,0.0,22.93,42.46,0,1,mains_fail
223.23,186.2,12.07,11.77,0.81,46.1,81.5,1,0,overload
237.01,228.83,12.04,6.71,0.19,29.68,37.68,1,0,normal
228.32,227.58,13.13,6.73,1.88,39.21,54.32,1,0,normal
223.65,199.13,13.29,9.28,0.62,44.25,84.54,1,0,overload
238.31,220.37,12.8,5.09,0.5,32.85,46.12,1,0,normal
229.86,225.37,13.63,3.16,0.87,27.39,48.87,1,0,normal
238.62,206.43,12.9,8.74,1.92,52.16,117.34,1,0,transformer_overheat
228.95,223.19,12.99,2.95,1.44,27.95,44.07,1,0,normal
230.62,201.56,10.38,6.21,0.16,36.35,45.81,1,1,battery_low
231.24,225.33,13.69,6.49,0.28,36.06,49.97,1,0,normal
230.15,220.26,13.36,0.62,0.28,20.97,50.83,1,0,normal
239.67,223.81,13.12,6.79,0.16,38.92,48.23,1,0,normal
234.25,59.12,13.02,15.72,0.0,48.16,102.14,1,0,short_circuit
229.1,221.27,12.6,7.17,0.77,35.96,44.88,1,0,normal
237.81,221.78,12.44,6.02,0.68,32.53,52.13,1,0,normal
225.67,191.18,13.31,8.92,0.84,59.2,104.18,1,0,transformer_overheat
231.32,222.65,12.72,2.87,1.22,25.03,46.23,1,0,normal
122.61,219.85,10.79,4.25,0.0,30.78,34.94,0,1,mains_fail
238.7,224.3,13.7,3.27,1.47,30.3,39.24,1,0,normal
219.5,229.19,12.28,4.26,1.69,34.43,43.46,1,0,normal
236.31,224.45,11.6,7.33,0.01,46.92,61.46,1,0,charging_fault
226.84,198.2,9.07,8.47,0.06,45.87,58.25,1,1,battery_low
237.03,229.01,13.43,5.83,1.46,27.61,29.72,1,0,normal
223.91,215.83,13.69,8.01,1.41,37.6,38.31,1,0,normal
232.21,212.8,12.29,7.3,0.93,45.58,100.28,1,0,transformer_overheat
237.25,185.57,12.59,12.21,0.65,41.34,77.44,1,0,overload
236.82,223.44,12.85,7.52,1.38,28.06,38.15,1,0,normal
171.67,227.31,11.25,4.11,0.0,28.11,52.73,0,1,mains_fail
228.51,222.79,13.24,7.47,1.66,36.81,47.77,1,0,normal
235.6,209.53,9.5,6.61,0.14,36.57,61.36,1,1,battery_low
234.35,220.25,12.95,1.19,0.88,30.03,43.11,1,0,normal
224.59,223.92,12.94,7.81,1.03,35.04,54.99,1,0,normal
231.3,227.08,13.62,6.24,1.32,34.66,51.98,1,0,normal
233.12,217.24,9.84,1.95,0.18,39.57,46.13,1,1,battery_low
240.7,220.08,12.46,7.13,0.69,39.31,52.92,1,0,normal
232.25,226.36,13.91,2.25,0.37,22.96,48.55,1,0,normal
237.22,228.63,13.16,4.85,1.4,19.17,41.32,1,0,normal
237.59,226.89,12.8,6.1,1.39,27.84,35.89,1,0,normal
227.32,221.23,13.44,3.12,0.58,27.31,34.88,1,0,normal
231.77,226.12,13.28,7.33,1.51,35.52,48.9,1,0,normal
224.02,226.18,12.64,5.57,0.0,28.91,25.73,1,0,normal
222.88,223.5,13.54,6.35,0.45,27.47,55.4,1,0,normal
238.75,227.01,12.37,7.92,0.52,39.24,49.04,1,0,normal
222.01,229.58,13.96,5.04,1.32,19.93,33.05,1,0,normal
231.65,221.71,12.76,6.26,1.43,52.46,95.18,1,0,transformer_overheat
234.98,212.74,9.09,6.77,0.1,27.68,41.38,1,1,battery_low
230.0,224.0,13.73,0.58,0.3,23.69,38.12,1,0,normal
228.41,220.28,13.71,2.43,1.17,24.52,24.81,1,0,normal
224.54,212.1,12.01,7.08,1.68,40.91,101.38,1,0,transformer_overheat
229.92,30.16,10.49,24.11,0.0,54.94,87.05,1,0,short_circuit
226.75,226.61,12.46,5.18,0.53,29.37,47.74,1,0,normal
223.69,226.46,13.17,5.72,1.25,25.19,37.79,1,0,normal
233.45,203.68,13.29,9.4,1.62,49.57,114.46,1,0,transformer_overheat
223.67,222.75,13.08,6.54,1.89,60.51,116.08,1,0,transformer_overheat
223.55,220.92,13.06,0.75,0.46,28.38,26.18,1,0,normal
230.87,222.16,13.03,6.86,0.14,38.92,40.41,1,0,normal
226.48,201.96,12.25,9.87,1.78,54.71,98.35,1,0,transformer_overheat
234.62,223.88,13.48,1.02,0.04,22.18,34.98,1,0,normal
240.51,226.72,11.97,4.13,0.01,24.2,32.08,1,0,charging_fault
114.15,220.1,11.76,0.56,0.0,31.06,26.61,0,1,mains_fail
239.23,226.98,13.46,1.15,1.76,30.39,43.08,1,0,normal
234.54,228.31,13.73,5.95,1.81,23.33,46.77,1,0,normal
223.4,211.74,9.78,4.28,0.1,34.99,35.02,1,1,battery_low
222.92,229.06,13.68,6.58,1.33,33.58,55.86,1,0,normal
228.2,37.47,11.48,18.43,0.0,44.91,90.36,1,0,short_circuit
233.89,204.65,12.92,14.63,0.16,52.85,68.77,1,0,overload
222.05,224.48,13.48,6.64,0.58,34.15,53.23,1,0,normal
226.37,191.91,13.08,9.3,0.67,49.88,118.33,1,0,transformer_overheat
239.7,224.63,12.35,6.42,1.45,33.41,42.34,1,0,normal
225.86,225.72,13.65,3.38,0.52,29.28,30.98,1,0,normal
236.77,223.89,13.13,7.97,1.91,58.75,114.01,1,0,transformer_overheat
236.34,228.37,13.28,7.09,0.0,41.41,36.19,1,0,normal
234.45,220.8,12.41,6.16,1.92,37.83,51.35,1,0,normal
234.53,228.34,13.76,4.43,1.1,23.73,36.4,1,0,normal
237.71,226.09,12.47,5.26,1.13,22.28,30.58,1,0,normal
231.06,219.8,9.78,4.26,0.05,39.77,49.84,1,1,battery_low
237.09,220.53,12.38,6.96,1.2,55.31,116.33,1,0,transformer_overheat
90.41,223.84,11.24,5.48,0.0,30.58,42.89,0,1,mains_fail
229.13,223.42,12.81,6.51,0.35,28.21,37.93,1,0,normal
234.45,221.26,12.7,1.64,1.89,24.56,37.78,1,0,normal
228.49,191.94,12.52,8.14,1.41,45.97,106.29,1,0,transformer_overheat
236.82,224.24,13.63,6.06,0.68,30.9,46.14,1,0,normal
38.6,219.02,11.92,7.86,0.0,32.59,60.52,0,1,mains_fail
235.11,201.74,13.4,14.3,0.21,39.86,69.53,1,0,overload
225.85,228.67,13.55,6.23,0.61,28.48,33.21,1,0,normal
238.36,222.6,12.31,6.6,0.88,38.87,130.69,1,0,transformer_overheat
231.4,53.08,11.31,20.05,0.0,61.36,91.98,1,0,short_circuit
224.41,220.11,12.51,3.36,1.82,24.9,38.22,1,0,normal
238.92,209.27,12.27,8.99,0.89,39.74,101.9,1,0,transformer_overheat
223.25,223.27,12.92,2.85,0.34,34.91,47.44,1,0,normal
239.01,227.78,12.08,7.0,1.01,38.37,52.15,1,0,normal
239.31,220.65,12.96,6.64,1.7,32.95,35.51,1,0,normal
222.61,224.39,12.75,4.01,1.91,27.37,37.56,1,0,normal
234.43,202.91,12.16,9.93,0.23,44.98,88.42,1,0,overload
229.24,228.62,12.4,4.8,1.59,32.67,38.89,1,0,normal
228.81,227.39,11.68,1.81,0.1,32.35,29.21,1,0,charging_fault
235.29,222.1,13.33,4.73,1.47,19.21,41.95,1,0,normal
232.51,221.45,13.83,3.69,0.95,27.33,32.25,1,0,normal
235.64,224.6,13.67,7.51,1.1,31.44,34.4,1,0,normal
225.12,187.2,12.72,14.92,0.65,55.83,65.62,1,0,overload
220.99,225.31,12.43,6.74,1.44,23.42,46.78,1,0,normal
232.87,194.33,12.43,12.76,0.07,49.48,70.07,1,0,overload
223.11,224.99,12.08,4.36,0.21,21.44,42.25,1,0,normal
225.04,226.56,12.62,3.86,1.44,24.04,46.37,1,0,normal
240.45,218.22,12.59,6.36,1.78,44.85,117.74,1,0,transformer_overheat
225.92,224.71,12.22,2.47,0.96,27.27,33.82,1,0,normal
106.69,211.14,12.29,4.7,0.0,39.17,48.16,0,1,mains_fail
223.73,222.44,13.47,1.57,1.57,33.29,37.63,1,0,normal
231.27,229.68,12.81,5.1,1.67,23.7,35.57,1,0,normal
230.46,211.55,12.6,7.33,0.43,53.83,112.32,1,0,transformer_overheat
219.57,196.35,12.81,8.57,1.1,54.8,94.92,1,0,transformer_overheat
234.57,226.15,13.75,7.04,1.68,34.88,48.19,1,0,normal
222.22,226.5,12.82,3.23,1.43,26.42,44.61,1,0,normal
239.78,225.18,13.46,5.66,0.07,34.24,34.24,1,0,normal
220.69,227.8,13.46,4.11,1.36,24.84,47.07,1,0,normal
237.79,222.77,12.62,2.72,1.09,33.82,38.27,1,0,normal
226.63,225.75,12.63,3.88,1.35,33.03,24.2,1,0,normal
230.28,228.24,12.42,2.94,0.54,26.01,47.26,1,0,normal
31.42,219.01,11.79,2.51,0.0,28.59,34.63,0,1,mains_fail
237.93,221.92,13.38,3.82,1.47,29.66,45.86,1,0,normal
235.69,225.15,12.41,1.44,0.09,28.26,38.98,1,0,normal
222.65,225.01,12.86,6.3,1.61,48.84,107.3,1,0,transformer_overheat
237.11,220.03,12.37,7.86,0.13,31.54,39.28,1,0,normal
229.79,14.34,13.29,19.88,0.0,69.25,92.81,1,0,short_circuit
234.76,221.99,13.73,6.31,0.87,35.21,52.46,1,0,normal
226.13,221.13,13.2,3.24,0.05,30.73,27.07,1,0,normal
235.57,208.99,10.31,2.49,0.11,33.79,30.98,1,1,battery_low
225.69,226.36,13.14,2.88,1.06,28.36,45.63,1,0,normal
16.96,216.47,10.85,7.22,0.0,40.8,53.28,0,1,mains_fail
221.12,200.06,12.36,8.74,1.8,41.78,98.29,1,0,transformer_overheat
224.26,221.41,11.99,2.95,0.1,27.7,28.54,1,0,charging_fault
231.87,224.11,13.44,5.69,0.83,24.38,29.91,1,0,normal
233.14,221.56,12.04,0.66,1.68,31.08,43.21,1,0,normal
231.33,218.42,10.76,7.08,0.16,34.84,56.45,1,1,battery_low
226.06,223.43,13.79,7.62,1.98,29.35,48.14,1,0,normal
224.53,227.31,13.25,6.3,0.09,30.6,53.39,1,0,normal
237.53,198.74,12.11,12.31,0.95,49.41,66.6,1,0,overload
235.26,207.09,9.46,2.88,0.04,35.9,55.98,1,1,battery_low
237.87,220.15,12.11,6.68,0.1,24.88,63.99,1,0,charging_fault
237.25,229.92,12.08,3.9,0.96,31.13,26.8,1,0,normal
230.83,229.74,13.47,4.21,2.0,24.2,25.85,1,0,normal
222.13,222.13,13.12,2.59,0.4,23.21,44.07,1,0,normal
224.78,226.43,12.0,2.88,0.36,26.24,43.17,1,0,normal
229.3,228.04,12.51,5.86,1.87,26.26,43.34,1,0,normal
222.1,201.76,12.5,9.61,0.91,56.25,74.85,1,0,overload
234.42,6.68,10.4,20.42,0.0,46.03,87.76,1,0,short_circuit
222.31,193.99,13.08,8.76,0.56,40.63,71.91,1,0,overload
220.18,228.32,13.5,1.68,0.66,20.87,41.1,1,0,normal
223.25,226.64,12.47,1.15,0.68,26.51,38.43,1,0,normal
237.8,228.31,12.54,1.27,1.82,24.93,49.56,1,0,normal
236.43,82.13,11.59,19.4,0.0,50.53,111.52,1,0,short_circuit
238.19,229.05,12.6,2.18,0.83,25.15,32.59,1,0,normal
236.8,223.75,13.74,6.84,2.01,38.54,39.26,1,0,normal
221.49,223.07,12.1,8.33,1.52,32.53,59.76,1,0,normal
231.75,218.32,10.03,1.82,0.13,29.73,30.16,1,1,battery_low
229.69,221.42,12.16,6.2,0.89,37.46,51.64,1,0,normal
233.79,220.98,12.42,1.87,0.97,26.81,34.55,1,0,normal
233.33,228.93,13.17,4.21,0.55,32.55,45.63,1,0,normal
236.66,227.42,13.17,4.05,0.26,23.29,46.93,1,0,normal
228.18,226.27,12.78,6.37,0.53,29.57,36.77,1,0,normal
232.91,229.68,12.09,6.04,1.96,27.85,34.35,1,0,normal
234.23,225.13,13.61,7.06,0.16,28.27,56.3,1,0,normal
226.58,203.45,9.94,2.86,0.01,25.73,29.7,1,1,battery_low
228.75,221.94,13.7,4.13,1.49,20.47,45.71,1,0,normal
238.02,223.64,12.17,5.3,0.05,25.13,36.1,1,0,charging_fault
229.91,63.32,10.54,17.37,0.0,70.67,89.82,1,0,short_circuit
234.1,230.15,13.52,2.82,1.02,32.47,38.95,1,0,normal
239.41,221.6,12.6,6.59,1.55,39.42,122.52,1,0,transformer_overheat
239.15,227.18,13.61,6.3,0.78,27.48,59.37,1,0,normal
226.98,226.04,12.28,1.72,2.08,24.58,44.48,1,0,normal
231.69,226.7,11.34,2.47,0.03,35.22,25.75,1,0,charging_fault
230.87,226.69,12.26,2.36,0.69,30.65,45.99,1,0,normal
230.42,226.67,12.23,6.88,0.02,36.19,52.28,1,0,charging_fault
222.02,198.44,12.77,10.38,0.03,49.22,64.47,1,0,overload
224.74,225.36,12.9,5.82,1.34,29.9,40.23,1,0,normal
227.71,225.16,13.67,1.71,0.25,24.73,41.29,1,0,normal
220.49,226.47,13.21,6.99,0.14,27.29,55.5,1,0,normal
59.01,217.21,11.29,7.83,0.0,31.82,49.67,0,1,mains_fail
235.17,228.8,12.75,5.71,1.99,27.71,26.79,1,0,normal
221.54,221.47,12.27,4.68,0.59,26.49,46.93,1,0,normal
230.87,223.67,13.19,2.15,0.68,27.02,37.9,1,0,normal
236.86,227.81,12.81,4.28,0.53,24.45,49.49,1,0,normal
235.32,229.24,12.96,1.6,1.73,31.26,30.73,1,0,normal
240.57,229.89,12.6,4.14,1.36,29.17,42.85,1,0,normal
239.42,222.83,12.34,6.11,1.84,34.95,59.86,1,0,normal
224.37,224.89,12.72,5.15,0.23,32.84,47.89,1,0,normal
238.22,222.19,13.59,6.69,0.13,42.14,39.12,1,0,normal
228.26,224.91,13.42,0.88,0.1,28.03,35.72,1,0,normal
237.87,204.38,12.91,8.3,0.77,33.96,42.81,1,0,normal
223.7,222.71,12.09,1.07,0.8,23.65,38.91,1,0,normal
222.56,227.69,12.62,5.91,1.93,22.99,51.21,1,0,normal
218.66,223.95,12.82,6.13,0.69,33.29,48.92,1,0,normal
233.49,219.92,12.75,4.24,1.46,33.24,30.53,1,0,normal
234.0,226.14,12.62,3.39,0.32,21.8,41.64,1,0,normal
233.35,225.3,12.43,4.25,1.61,26.95,42.07,1,0,normal
231.01,226.15,11.95,3.26,0.5,28.91,26.4,1,0,normal
230.04,205.5,10.07,7.38,0.01,45.6,52.06,1,1,battery_low
232.3,226.01,11.1,7.21,0.05,26.5,57.63,1,0,charging_fault
240.21,208.49,9.35,4.48,0.09,40.97,37.54,1,1,battery_low
222.07,221.59,13.6,7.41,1.84,30.51,58.74,1,0,normal
239.26,223.64,13.09,3.52,1.47,30.85,25.65,1,0,normal
238.85,225.27,12.89,5.56,0.56,23.34,45.94,1,0,normal
225.7,216.16,12.83,8.13,0.4,40.57,54.53,1,0,normal
225.2,222.08,12.79,0.74,0.55,29.12,33.23,1,0,normal
222.86,221.92,12.3,2.81,0.23,24.59,45.33,1,0,normal
240.21,220.71,12.21,2.32,1.04,23.85,34.73,1,0,normal
240.06,222.28,11.98,2.71,0.69,34.11,40.01,1,0,normal
226.78,228.07,12.7,1.38,0.14,28.11,41.18,1,0,normal
225.57,224.3,12.36,6.52,1.35,35.12,50.98,1,0,normal
223.14,224.23,13.06,5.28,0.16,32.69,36.58,1,0,normal
218.32,226.64,12.31,2.1,0.78,32.97,45.5,1,0,normal
223.27,189.74,12.43,10.53,0.72,48.34,88.08,1,0,overload
56.26,224.77,10.67,7.35,0.0,27.75,37.69,0,1,mains_fail
229.18,228.47,12.16,6.26,0.05,37.79,68.42,1,0,charging_fault
104.15,209.83,11.02,1.39,0.0,25.25,43.63,0,1,mains_fail
232.5,222.63,13.08,2.37,1.22,22.14,44.88,1,0,normal
234.23,201.61,12.88,8.09,1.23,43.48,114.2,1,0,transformer_overheat
223.1,220.92,12.81,6.72,0.65,34.01,48.68,1,0,normal
235.85,220.39,12.99,3.34,0.0,34.2,32.7,1,0,normal
234.24,220.23,12.9,5.87,1.88,36.78,100.2,1,0,transformer_overheat
92.94,224.48,11.39,2.44,0.0,33.18,27.49,0,1,mains_fail
223.95,220.37,12.06,3.26,0.05,45.01,58.76,1,0,charging_fault
100.56,206.92,11.13,2.15,0.0,30.29,47.16,0,1,mains_fail
233.77,221.7,13.05,2.75,1.92,20.64,35.42,1,0,normal
227.57,222.03,11.95,1.18,0.05,36.64,58.04,1,0,charging_fault
236.71,208.69,13.36,8.02,1.17,31.78,38.56,1,0,normal
226.03,206.68,13.4,9.84,0.84,51.16,59.68,1,0,overload
222.74,220.78,12.76,3.0,1.04,23.24,24.6,1,0,normal
227.99,221.44,13.53,7.67,1.8,38.59,58.11,1,0,normal
224.49,229.51,12.62,3.72,1.61,23.88,42.95,1,0,normal
235.66,227.94,13.4,1.03,1.29,25.11,37.06,1,0,normal
238.39,223.85,12.94,4.2,0.81,31.86,29.73,1,0,normal
229.7,222.43,12.81,3.17,1.28,21.67,25.7,1,0,normal
170.08,211.5,10.1,4.52,0.0,34.72,32.0,0,1,mains_fail
220.76,197.06,12.55,9.23,0.05,43.16,64.3,1,0,overload
238.72,70.59,11.89,21.33,0.0,41.64,91.73,1,0,short_circuit
220.67,230.04,13.25,1.72,0.43,27.76,46.49,1,0,normal
222.87,224.23,13.61,2.68,2.02,34.01,38.94,1,0,normal
236.79,224.66,12.65,1.95,1.56,24.26,39.76,1,0,normal
230.42,226.81,13.68,6.54,0.0,30.79,37.68,1,0,normal
227.21,229.06,12.32,0.8,0.35,22.85,38.39,1,0,normal
230.33,222.48,12.72,5.79,1.83,21.93,39.52,1,0,normal
239.89,217.27,12.99,6.2,1.1,49.77,124.97,1,0,transformer_overheat
223.37,209.48,12.88,6.76,0.85,54.81,104.5,1,0,transformer_overheat
232.73,199.95,12.94,9.01,0.29,50.88,78.59,1,0,overload
237.21,190.1,13.04,14.08,0.24,54.42,77.74,1,0,overload
231.33,227.46,12.82,0.5,0.29,26.5,39.61,1,0,normal
232.53,221.59,11.13,1.87,0.03,18.98,37.03,1,0,charging_fault
228.19,222.0,12.73,4.35,2.05,22.13,26.99,1,0,normal
232.79,224.97,12.2,6.57,1.8,44.58,110.17,1,0,transformer_overheat
230.23,229.69,12.18,2.63,0.08,27.67,46.67,1,0,charging_fault
221.62,224.52,11.98,6.87,1.41,32.78,53.78,1,0,normal
227.11,226.18,13.59,3.61,1.74,24.71,38.68,1,0,normal
224.04,188.41,13.59,10.6,0.83,39.24,76.83,1,0,overload
230.47,230.0,12.02,2.79,1.95,34.64,25.94,1,0,normal
228.95,221.94,13.32,7.52,1.28,51.54,130.59,1,0,transformer_overheat
238.64,222.45,12.47,6.22,0.44,27.42,43.36,1,0,normal
26.49,215.24,11.04,3.7,0.0,34.28,40.78,0,1,mains_fail
221.17,222.67,13.36,1.84,0.94,34.54,30.24,1,0,normal
235.61,224.09,12.96,3.55,0.9,22.38,38.28,1,0,normal
41.41,226.79,10.41,4.14,0.0,34.31,26.48,0,1,mains_fail
237.0,228.87,13.59,5.71,0.41,28.38,37.37,1,0,normal
226.55,216.57,12.56,9.39,1.04,40.55,107.99,1,0,transformer_overheat
159.57,220.82,10.37,0.75,0.0,38.67,30.89,0,1,mains_fail
235.15,220.85,12.82,4.86,0.71,26.71,46.86,1,0,normal
228.72,218.87,12.96,7.41,1.27,59.67,114.9,1,0,transformer_overheat
239.73,228.12,12.58,2.27,1.96,34.3,44.23,1,0,normal
235.41,228.84,11.77,3.07,0.03,40.91,43.56,1,0,charging_fault
226.5,223.21,13.14,4.58,1.82,29.18,31.5,1,0,normal
236.35,227.83,12.52,3.6,1.55,30.04,36.18,1,0,normal
236.88,223.96,12.56,6.08,0.69,40.06,59.15,1,0,normal
235.99,225.0,12.74,3.18,1.31,34.32,41.62,1,0,normal
223.44,211.54,13.35,9.59,1.65,50.38,112.74,1,0,transformer_overheat
229.43,229.32,12.8,1.21,0.35,28.05,28.49,1,0,normal
220.11,220.32,12.73,4.7,0.43,33.07,46.81,1,0,normal
238.09,20.38,11.82,16.4,0.0,48.39,82.64,1,0,short_circuit
230.48,226.57,13.27,0.68,0.99,34.13,40.07,1,0,normal
224.45,227.56,12.61,2.26,1.73,21.04,28.81,1,0,normal
222.57,207.64,12.96,8.16,0.14,36.23,57.24,1,0,normal
227.84,227.06,12.21,4.04,0.09,40.13,52.33,1,0,charging_fault
236.6,225.43,12.07,2.01,0.66,23.68,41.81,1,0,normal
224.38,221.63,12.53,1.74,0.71,25.55,44.28,1,0,normal
25.59,226.39,10.53,1.67,0.0,37.24,41.21,0,1,mains_fail
233.65,219.65,12.17,0.77,1.89,27.89,27.87,1,0,normal
221.61,221.59,11.67,6.72,0.05,32.47,36.72,1,0,charging_fault
60.93,221.7,11.6,2.19,0.0,33.8,37.91,0,1,mains_fail
222.1,204.75,13.14,8.7,0.88,45.43,88.21,1,0,transformer_overheat
228.58,200.19,13.32,9.02,1.22,39.56,126.83,1,0,transformer_overheat
230.76,223.07,13.53,4.91,0.84,31.44,25.02,1,0,normal
227.13,55.52,10.03,15.66,0.0,64.44,110.23,1,0,short_circuit
239.91,203.36,9.95,1.58,0.09,27.08,42.17,1,1,battery_low
238.31,206.27,12.86,8.53,0.97,44.97,96.83,1,0,transformer_overheat
229.99,226.22,12.48,1.59,1.98,29.11,43.4,1,0,normal
235.79,220.85,13.0,1.83,1.51,26.53,30.26,1,0,normal
65.73,223.54,10.88,2.43,0.0,20.88,31.41,0,1,mains_fail
233.54,221.41,12.58,7.55,1.61,39.61,120.39,1,0,transformer_overheat
223.91,222.33,12.87,4.47,1.02,26.27,43.45,1,0,normal
223.02,226.73,12.02,3.13,0.06,23.92,28.2,1,0,charging_fault
224.27,206.61,13.41,8.09,0.51,49.06,124.24,1,0,transformer_overheat
223.97,222.47,12.2,0.74,0.31,30.07,46.9,1,0,normal
240.24,210.19,12.84,5.96,1.62,45.47,81.49,1,0,transformer_overheat
234.52,7.69,12.64,18.69,0.0,56.22,92.21,1,0,short_circuit
237.77,220.37,13.74,6.55,0.07,26.03,35.79,1,0,normal
234.05,222.02,12.95,4.19,0.59,28.95,26.8,1,0,normal
221.55,225.06,12.28,4.45,1.52,29.73,50.88,1,0,normal
226.68,224.95,13.0,0.64,0.48,31.1,44.22,1,0,normal
237.71,219.6,13.47,4.03,0.71,23.54,40.29,1,0,normal
238.02,226.0,13.54,5.43,1.19,26.68,28.8,1,0,normal
85.11,227.29,11.39,5.15,0.0,33.52,32.67,0,1,mains_fail
222.78,211.91,9.33,6.71,0.12,34.19,41.02,1,1,battery_low
232.27,223.63,13.13,1.96,1.03,20.79,46.89,1,0,normal
230.46,210.98,9.18,6.23,0.19,38.42,37.32,1,1,battery_low
229.09,225.87,12.35,5.22,1.08,23.03,46.34,1,0,normal
236.58,230.91,13.67,4.42,1.39,30.63,31.08,1,0,normal
231.78,203.29,12.78,9.42,1.57,48.31,111.25,1,0,transformer_overheat
230.01,221.97,12.32,6.21,0.79,27.92,54.21,1,0,normal
223.16,204.36,13.3,14.62,0.21,52.58,71.45,1,0,overload
229.74,38.72,12.58,15.11,0.0,76.49,93.04,1,0,short_circuit
48.03,222.87,10.77,5.93,0.0,36.19,32.87,0,1,mains_fail
227.4,225.97,13.35,5.33,1.4,26.0,31.22,1,0,normal
227.07,223.96,13.0,5.35,0.02,24.77,29.9,1,0,normal
220.2,210.4,10.04,6.23,0.15,45.18,46.33,1,1,battery_low
225.36,227.6,13.25,2.22,1.49,31.28,28.66,1,0,normal
226.81,223.25,12.93,5.5,1.21,20.2,24.73,1,0,normal
224.63,223.06,11.43,6.09,0.02,36.78,37.91,1,0,charging_fault
239.73,216.52,12.75,9.08,0.98,41.91,107.23,1,0,transformer_overheat
221.56,220.39,12.99,2.25,0.6,23.0,31.84,1,0,normal
237.92,213.33,13.01,7.86,1.24,40.76,106.63,1,0,transformer_overheat
226.86,220.92,12.95,3.82,1.78,26.0,38.78,1,0,normal
237.19,227.35,13.14,4.82,1.58,27.88,43.41,1,0,normal
227.89,227.16,12.11,5.59,1.82,22.15,29.42,1,0,normal
221.18,223.76,12.75,3.49,1.12,30.11,25.71,1,0,normal
22.34,215.18,12.12,0.62,0.0,32.51,25.44,0,1,mains_fail
237.51,222.64,13.86,6.64,1.78,34.06,52.31,1,0,normal
227.18,229.34,12.07,6.97,0.57,28.57,55.55,1,0,normal
228.17,222.24,12.09,6.82,0.05,46.18,48.45,1,0,charging_fault
220.65,205.19,12.87,8.37,0.04,41.33,39.3,1,0,normal
219.92,222.9,12.7,3.1,0.81,21.97,46.77,1,0,normal
240.65,205.21,10.51,6.38,0.03,34.89,61.96,1,1,battery_low
232.66,229.76,13.42,3.19,1.14,28.57,34.14,1,0,normal
237.36,222.61,12.09,7.37,0.65,33.37,48.51,1,0,normal
232.52,221.53,13.28,2.18,0.47,22.58,40.88,1,0,normal
240.77,203.9,9.8,5.87,0.06,36.12,38.97,1,1,battery_low
232.48,213.41,10.34,6.02,0.09,40.07,43.99,1,1,battery_low
220.64,227.46,12.16,5.62,1.82,31.22,38.61,1,0,normal
236.15,223.67,13.64,6.09,0.19,28.96,43.24,1,0,normal
233.85,225.9,12.32,7.55,1.36,25.35,57.89,1,0,normal
231.82,227.1,11.17,4.1,0.03,42.05,57.19,1,0,charging_fault
223.46,225.55,13.52,1.68,0.06,27.26,29.21,1,0,normal
235.97,220.11,12.13,4.98,1.49,32.24,37.91,1,0,normal
237.63,228.52,12.77,7.32,0.34,40.33,45.91,1,0,normal
153.42,216.85,10.28,3.29,0.0,37.36,27.55,0,1,mains_fail
224.45,221.73,12.79,6.89,1.73,35.34,53.04,1,0,normal
238.53,229.96,12.6,3.67,0.73,30.59,38.77,1,0,normal
